,name,desc,class,link
10,Stripes Cotton Blend Regular Fit Mens T-Shirt,"Navy blue, cotton-blend, regular fit t-shirt by Stop. This t-shirt has a stiff collar, horixontal stripes, and button-down detailing at the neckline. It is the perfect smart casual piece in your wardrobe.", India  Half   Regular Neckline Polo  Stripes  Cotton Blend  Single  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/stop-stripes-cotton-blend-regular-fit-mens-t-shirt/p-A22STSTR207ACTN/colorChange/A22STSTR207ACTN_NAVY?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
11,Stripes Cotton Blend Regular Fit Men's T-Shirt,"Wearing a t-shirt and looking stylish doesn't have to be a challenge. T-shirts in classic and current styles will all look great on you. Thus, wear a Stop's Stripes Cotton Blend Regular  Men's T-Shirt and appear great! Wearing this yellow t-shirt is sure to make you stand out!", India  Half   Regular  Stripes  Cotton Blend Collar Regular Collar  Mens Design Solid,https://www.shoppersstop.com/stop-stripes-cotton-blend-regular-fit-men-s-t-shirt/p-S22STSTRPL115/colorChange/S22STSTRPL115_YELLOW?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
12,Checks Cotton  Slim Fit Mens Shirt,"Green, large checks, cotton shirt by Fratini. This shirt is a slim-fit, it pairs well with dark-toned trousers or chinos, and can be styled as a day to night look with ease.", Woven  Shirts  India  Cotton Collar Button Down Collar  Full   Slim  Checks  Single  Casual Wear Neckline Collared,https://www.shoppersstop.com/fratini-checks-cotton-slim-fit-mens-shirt/p-S23FTWLCHK200GN/colorChange/S23FTWLCHK200GN_GREEN?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
13,Checks Cotton Slim Fit Men's Shirt,Premium linen cotton checked fabric finely blended with classic styles and modern craftmanship with unparalled comfort and super soft handfeel for trendy look, India  100% Cotton Collar Regular Collar Category Shirt  Full   Slim  Checks  Pack of 1  Casual Wear  NA,https://www.shoppersstop.com/life-checks-cotton-slim-fit-men-s-shirt/p-S21183FSCHA5BG/colorChange/S21183FSCHA5BG_BEIGE?currentPosition=14&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
14,Solid Cotton Regular Fit Men's T-Shirt,., India  Half   Regular Neckline Crew  Solid  Cotton  Single  Casual Wear  T-Shirts,https://www.shoppersstop.com/infuse-solid-cotton-regular-fit-men-s-t-shirt/p-SS22INFV02/colorChange/SS22INFV02_MUSTARD?currentPosition=15&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
15,Printed Cotton Lycra Slim Fit Men's T-Shirt,., India  Half   Slim Neckline V Neck  Printed  Cotton Lycra  Single  Casual Wear  Mens,https://www.shoppersstop.com/pepe-printed-cotton-lycra-slim-fit-men-s-t-shirt/p-S22ROYSSIPBLA/colorChange/S22ROYSSIPBLA_BLACK?currentPosition=16&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
16,Solid Cotton Regular Fit Men's T-Shirt,., India  Half   Regular Neckline Hood  Solid  Cotton  Single  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/pepe-solid-cotton-regular-fit-men-s-t-shirt/p-S23FIREBRATSSIP/colorChange/S23FIREBRATSSIP_BLACK?currentPosition=17&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
17,Solid Cotton Blend  Slim Fit Men's Trousers,"Amp up your casual-wear wardrobe with this pair of solid, cotton-blended, regular-length, slim-fit, mid-rise men's trousers from Life. Look your best by teaming it with a cool t-shirt and comfortable sneakers.",Wash Mid Wash  India  Cotton Blend  Solid Waist Rise Mid Rise  Slim Closure Type Button  Regular  Single Stretch Yes  Casual Wear  Trousers,https://www.shoppersstop.com/life-solid-cotton-blend-slim-fit-men-s-trousers/p-AW22CHINOFS50/colorChange/AW22CHINOFS50_OLIVE?currentPosition=18&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
18,Solid Cotton Stretch Slim Fit Men's Trousers,., India  Cotton Stretch  Solid  Slim  Full   Pack of 1  Casual Wear Collar Regular,https://www.shoppersstop.com/fratini-solid-cotton-stretch-slim-fit-men-s-trousers/p-SS21MFCH03DP/colorChange/SS21MFCH03DP_DUSTY_PINK?currentPosition=19&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
19,Printed Polyester Regular Fit Men's Active Wear T-Shirt,., India  Half   Regular Neckline Crew  Printed  100%Polyester  Pack of 1  Active Wear,https://www.shoppersstop.com/infuse-printed-polyester-regular-fit-men-s-active-wear-t-shirt/p-AW21ATEE006/colorChange/AW21ATEE006_BLACK?currentPosition=20&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
20,Solid Cotton Stretch Slim Fit Men's Trousers,., India  Cotton Stretch  Solid  Slim  Full   Pack of 1  Casual Wear Collar Regular,https://www.shoppersstop.com/fratini-solid-cotton-stretch-slim-fit-men-s-trousers/p-SS21MFCH04SB/colorChange/SS21MFCH04SB_SKY_BLUE?currentPosition=21&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
21,Botanical Rayon Slim Fit Men's Co-Ord Set,"Rigo is an india originated brand designed for men and women offering cool gear odour-free casual wear/activewear / athleisure men wear tracksuit, sweatshirts and jackets and is made with ultra-fresh odour control technology which keeps the body fresh all the time. ated with high-quality printed rayon, this co-ord set has a slim fit, shirt with half sleeves, cuban collar neck, and shorts has elastic waistband with drawstring closure.the durability, odourless, and anti-fading properties of this co-ord set make it a must have in your wardrobe. Team up with casual shoes to get a fun, outdoor look, or club it with loafers to give it a laid-back and easy-going look. This stitched-to-perfection co-ord set celebrates passion, style, reliability, affordability, and comfort.", Woven Closure Type Elastic and Drawstring Waist Rise Mid Rise Wash Clean Look  Sets  India  Rayon Collar Button Down Collar  Half   Slim  Botanical  Single  Casual Wear  Regular Neckline Collared,https://www.shoppersstop.com/rigo-botanical-rayon-slim-fit-men-s-co-ord-set/p-S23SET02231007/colorChange/S23SET02231007_WHITE?currentPosition=22&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
22,Solid Cotton Blend Men's T-Shirt,"Smart and stylish, the Solid Cotton Blend Men's T-Shirt is sure to become your preferred choice for a breezy casual look. Designed for a relaxed look, this solid pattern t-shirt for men features a polo neck and short sleeves. This men’s t-shirt is made from soft to touch cotton blend material and comes with a regular fit. Style your look with contrast chinos, slip-on sneakers and rimless sunglasses.", India Category T-Shirt  Regular  Solid  Cotton Blend Collar Regular Collar ,https://www.shoppersstop.com/stop-solid-cotton-blend-men-s-t-shirt/p-S21187STRPOL06A/colorChange/S21187STRPOL06A_BLACK?currentPosition=23&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
23,Solid Cotton Slim Fit Men's Casual Shirt,"Hangup is perhaps one of the most talked-about ethnic wear brands in India and is especially popular among fashion bloggers and influencers. It offers a vast array of ethnic wear clothes to meet the needs of Indian(men, women and kid) from all walks of life. From kurta sets, kurta, sherwani, trousers, shirt, jeans, suit, palazzo, 3 pics kurta sets with duppatta, jacket, blazer, nehru jacket. You can get it all under one brand. Hangup flaunts a dazzling medley of colours, prints, designs and fabrics. Their ethnic collection is definitely worth trying if you wish to make heads turn.", Woven Closure Type Button Pleat Non pleated  Shirts  India Stretch No  Cotton Collar Regular Collar  Full   Slim  Solid  Single  Casual Wear  Regular  Mens Neckline Collared,https://www.shoppersstop.com/hangup-solid-cotton-slim-fit-men-s-casual-shirt/p-A22BENROYALBLUE/colorChange/A22BENROYALBLUE_ROYAL_BLUE?currentPosition=24&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
24,Solid Foma Pique Lycra Regular Fit Mens Athleisure Jacket,., India  Athleisure  Foma Pique Lycra  Regular  Solid  Pack of 1 Stretch Non-Stretch,https://www.shoppersstop.com/altlife-solid-foma-pique-lycra-regular-fit-men-s-athleisure-jacket/p-S21183ATTRSUTJT/colorChange/S21183ATTRSUTJT_GREY?currentPosition=25&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D11&totalResultVal=24600&searchPageType=category
25,Printed Cotton Blend Mens Semi-Casual Kurta,"Dress to impress by donning the Bandeya Printed Cotton Blend Men's Semi-Casual Kurta. This kurta for men is designed in an attractive purple hue and sports a printed pattern. The cotton blend material promises unmatched comfort, while the regular silhouette lends a smart fit. Wear this kurta with an ethnic jacket and well-fitted pants.", India Category Kurta  Cotton  Casual Wear  Solid  Regular,https://www.shoppersstop.com/bandeya-printed-cotton-blend-men-s-semi-casual-kurta/p-S21MEKUFSHRPRLP/colorChange/S21MEKUFSHRPRLP_PURPLE?currentPosition=1&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
26,Printed Rayon Comfort Fit Men's Casual Shirt,., India  100% Rayon  Half   Pack of 1,https://www.shoppersstop.com/infuse-printed-rayon-comfort-fit-men-s-casual-shirt/p-A21INFUSE11/colorChange/A21INFUSE11_RED?currentPosition=2&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
27,Printed Cotton Blend Mens Casual Kurta,"Enhance your ethnic appeal by adding the Bandeya Printed Cotton Blend Men's Casual Kurta to your wardrobe. The printed pattern makes this light-brown kurta for men stand out. Crafted from a high-quality cotton blend in a regular fit, this kurta for men is sure to become your favourite in no time. Team this kurta with a pair of well-fitted pants and matching shoes.", India Category Kurta  Cotton Blend  Casual Wear  Printed  Regular,https://www.shoppersstop.com/bandeya-printed-cotton-blend-men-s-casual-kurta/p-S21MEKUFAGMLTBR/colorChange/S21MEKUFAGMLTBR_LIGHT_BROWN?currentPosition=3&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
28,Printed Denim Regular Fit Men's T-Shirt,., India Collection Casual Wear Stretch Non-Stretch  Half   Regular  Printed  Denim  Pack of 1  Casual Wear ,https://www.shoppersstop.com/life-printed-denim-regular-fit-men-s-t-shirt/p-S21509IRNRW/colorChange/S21509IRNRW_DEEP_INDIGO?currentPosition=4&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
29,Printed Cotton Drawcord Closure Men's Shorts,"Stay comfortable wearing these trendy shorts in a subtle rose tone. Crafted with soft and breathable cotton and a drawcord for the right fit, it keeps you feeling easy wearing it for long hours. Pair it with a cool cotton t-shirt for a complete look.", India  100% Cotton  Printed Closure Type Drawcord  Regular Stretch Non-Stretch  Casual Wear Collection Casual Wear  Unisex,https://www.shoppersstop.com/life-printed-cotton-drawcord-closure-men-s-shorts/p-SS22LFSHTRO03/colorChange/SS22LFSHTRO03_ROSE?currentPosition=5&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
30,Checks Cotton Stretch Slim Fit Men's Trousers,., India  Cotton Stretch  Checks  Slim  Full   Pack of 1  Casual Wear Collar Regular,https://www.shoppersstop.com/fratini-checks-cotton-stretch-slim-fit-men-s-trousers/p-SS21MFCH06BG/colorChange/SS21MFCH06BG_BEIGE?currentPosition=6&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
31,Structured Cotton Blend Regular Fit Men's T-Shirt,"Simple yet incredibly designed, the Structured Cotton Blend Regular  Men's T-Shirt is sure to make heads turn wherever you go. Tailored with a polo neck and half sleeves, this structured pattern blue melange men’s t-shirt is designed for a laidback look. Crafted from cotton blend with a comfy regular fit, this men’s t-shirt is sure to keep you cool and dry all through the wear. Team this t-shirt for men with a rugged jeans, black sneakers and a pair of shades.", India Collar NA  Half   Regular Neckline Polo  Structured  Cotton Blend  Pack of 1  Casual Wear,https://www.shoppersstop.com/fratini-structured-cotton-blend-regular-fit-men-s-t-shirt/p-S21831JAQPO18BL/colorChange/S21831JAQPO18BL_BLUE_MELANGE?currentPosition=7&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
32,Solid Cotton Blend Slim Fit Mens Work Wear Shirt,"Add the, trendiest Gunmetal Grey which has a spread collar, a full button placket, long sleeves which can be rolled up, to your wardrobe. To get a more stylish look with this shirt, you can pair it with black chinos and a pair of classic black shoes", Shirts Neckline Collared  Woven  India  Cotton Blend Collar Regular Collar  Full   Slim  Solid  Single  Work Wear ,https://www.shoppersstop.com/javinishka-solid-cotton-blend-slim-fit-mens-work-wear-shirt/p-A22CSS07/colorChange/A22CSS07_GREY?currentPosition=8&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
33,Checks Cotton Slim Fit Men's Casual Shirt,., Woven  Shirts  India  Cotton Collar Regular Collar  Full   Slim  Checks  Single  Casual Wear,https://www.shoppersstop.com/united-colors-of-benetton-checks-cotton-slim-fit-men-s-casual-shirt/p-23P5BS51U008903/colorChange/23P5BS51U008903_RED?currentPosition=9&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
34,Solid Cotton Nylon Slim Fit Mens Trousers,"Upgrade your style quotient in these solid slim fit men's trousers by Fratini. Made from knit fabric, these pants give ultimate 360-degree stretch, freedom of movement and daylong comfort. These contemporary fit olive pants come in elasticated waistband and utility pockets. Pair it with a navy blue floral print casual shirt.", India  Cotton Nylon  Solid  Slim  Full   Single  Casual Wear Collar Cut Away  Mens,https://www.shoppersstop.com/fratini-solid-cotton-nylon-slim-fit-mens-trousers/p-S225PCNSX1RAOL/colorChange/S225PCNSX1RAOL_OLIVE?currentPosition=10&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
35,Striped Cotton Blend Regular Fit Men's T-Shirt,"Flaunt your unique sense of style as you opt for this stylish Striped Cotton Blend Regular  Men's T-Shirt. If you are looking to buy mustard men’s t-shirt online, pick this striped pattern t-shirt that features a polo neck and half sleeves. Crafted from breathable cotton blend material, this men’s t-shirt features a comfy regular fit. Match this men’s t-shirt with a pair of shorts and classy sneakers.", India Collar Regular  Half   Regular Neckline Polo  Stripes  Cotton Blend  Pack of 1  Casual Wear,https://www.shoppersstop.com/stop-striped-cotton-blend-regular-fit-men-s-t-shirt/p-S21187STRPOL05B/colorChange/S21187STRPOL05B_MUSTARD?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
36,Dobby Cotton Blend Men's Casual Kurta,"A perfect blend of fashion and ethnicity, the Bandeya Dobby Cotton Blend Men's Casual Kurta is a must-have for your wardrobe. Olive in colour, this kurta for men is designed in an attractive dobby pattern. The cotton blend material along with regular fit promises ease of wear all through the day. Club it with a pair of contrast-coloured dhoti pants and kolhapuri chappals.", India Category Kurta  Cotton Blend  Casual Wear  Printed  Regular,https://www.shoppersstop.com/bandeya-dobby-cotton-blend-men-s-casual-kurta/p-S21MEKUFAGMDOBY/colorChange/S21MEKUFAGMDOBY_GREY?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
37,Solid Cotton Blend Regular Fit Men's Casual Shirt,., Knit  Shirts  India  Cotton Blend Collar Spread Collar  Half   Regular  Solid  Single  Casual Wear Neckline Collared,https://www.shoppersstop.com/riag-solid-cotton-blend-regular-fit-men-s-casual-shirt/p-S23RIDBHSHPRTPL/colorChange/S23RIDBHSHPRTPL_GREEN?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
38,Stripes Cotton Blend Regular Fit Men's T-Shirt,"When you need some new tees, opt for this in-style T-shirt made by Life. A fashionable weekend outfit starts with this striped tee matched with chinos and your favorite pair of sunglasses to cast an effortlessly cool image.", India  Half   Regular  Stripes  Cotton Blend Collar Regular Collar  Mens,https://www.shoppersstop.com/stop-stripes-cotton-blend-regular-fit-men-s-t-shirt/p-S22STSTRPL103/colorChange/S22STSTRPL103_ORANGE?currentPosition=14&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
39,Textured Polyester Viscose Slim Fit Men's Work Wear Jacket,., India  Polyester Viscose  Work Wear  Slim  Textured Closure Type Button  Single  Full    Jacket,https://www.shoppersstop.com/allen-solly-textured-polyester-viscose-slim-fit-men-s-work-wear-jacket/p-A22A140LF897861/colorChange/A22A140LF897861_BLACK?currentPosition=15&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
40,Solid Cotton Elastic and Drawstring Men's Shorts,You'll love the comfort and style of these cool solid shorts from Stop. Wear these solid shorts with a printed t-shirt and a pair of comfortable sneakers when running errands., Shorts  India  Knee   Single  Cotton  Solid Closure Type Elastic and Drawstring  Regular Waist Rise Mid Rise  Casual Wear,https://www.shoppersstop.com/stop-solid-cotton-elastic-and-drawstring-men-s-shorts/p-A22SOBOSLSH7RU/colorChange/A22SOBOSLSH7RU_RUST?currentPosition=16&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
41,Printed Cotton Slim Fit Men's Casual Wear Kurta,"Make a style statement with this indigo printed straight kurta, which is beautifully designed with a band neck and long sleeves. Dress up for the next festive occasion by pairing this kurta with a churidar.", India  Full  Category Indianwear  Cotton  Casual Wear  Printed  Slim  Mens,https://www.shoppersstop.com/bandeya-printed-cotton-slim-fit-men-s-casual-wear-kurta/p-SS22LKSCALLOP/colorChange/SS22LKSCALLOP_INDIGO?currentPosition=17&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
42,Solid Cotton Mens Handkerchief - Pack Of 5,., India  Pack of 5  100% Cotton  Solid,https://www.shoppersstop.com/stop-solid-cotton-mens-handkerchief-pack-of-5/p-FA21COREHANKIAS/colorChange/FA21COREHANKIAS_WHITE?currentPosition=18&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
43,Printed Cotton Regular Fit Men's T-Shirt,The ribbed crew neckline of this t-shirt from the American Spirit collection ensures comfort and shape retention that withstands repeated wash and wear., Bangladesh  T-Shirts  Knit  Half   Regular Neckline Crew  Printed  Cotton  Single  Casual Wear,https://www.shoppersstop.com/u-s-polo-assn-denim-printed-cotton-regular-fit-men-s-t-shirt/p-S23UDTSH1245BLU/colorChange/S23UDTSH1245BLU_BLUE?currentPosition=19&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
44,Solid Cotton Stretch Slim Fit Men's Trousers,"A classy pick for uplifting the look of your attire, the Solid Cotton Stretch Slim  Men's Trousers is a must-have. Designed in a sombre navy hue, these formal trousers come with a lovely solid pattern. The breathable cotton stretch material and a simple slim silhouette ensure comfort all through the wear. Match them well with formal shoes, a metallic buckle belt, and a light-hued formal shirt.", India Category Trousers  Cotton Stretch  Solid Pockets 6 Pockets Waist Rise Mid Rise  Slim Closure Type Button  Regular  Pack of 1 Fly Type Zip  Casual Wear  Mens Finish Shimmer,https://www.shoppersstop.com/life-solid-cotton-stretch-slim-fit-men-s-trousers/p-S211834WAYNV/colorChange/S211834WAYNV_NAVY?currentPosition=20&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D12&totalResultVal=24600&searchPageType=category
