,name,desc,class,link
23,Printed Cotton Regular Fit Men's T-Shirt,"Upgrade your everyday style with this stylish Printed Cotton Regular  Men's T-Shirt. This indigo men’s t-shirt features a printed pattern, a crew neck and short sleeves that add to its appeal. The cotton material and regular fit of this men's t-shirt promises ease of wear all through the day. Pair this men's t-shirt with blue jeans, a denim jacket and black sneakers.", India  Regular Neckline Crew  Printed  Cotton  Pack of 1  Mid Calf  Casual Wear Collar NA ,https://www.shoppersstop.com/life-printed-cotton-regular-fit-men-s-t-shirt/p-S21509IRNMW/colorChange/S21509IRNMW_INDIGO?currentPosition=24&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D6&totalResultVal=24600&searchPageType=category
24,Solid Cotton Regular Fit Men's Joggers,"This athletic fit jogger from Infuse is a must-have if you are a fitness enthusiast. With a perfect fit with breathable comfort, the pair is equipped with two zipper pockets to keep your essentials. It has drawstrings to adjust to your shape.", Joggers  Casual Wear  Single  Solid  Regular  Full   Knit  India  Cotton Waist Rise Mid Rise,https://www.shoppersstop.com/infuse-solid-cotton-regular-fit-men-s-joggers/p-SS22INFJO04/colorChange/SS22INFJO04_INK_BLUE?currentPosition=25&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D6&totalResultVal=24600&searchPageType=category
25,Stripes Cotton Slim Fit Men's T-Shirt,., India Category T-Shirt  Full   Slim  Neckline Henley  Stripes  Cotton  Single  Casual Wear  Mens,https://www.shoppersstop.com/rigo-stripes-cotton-slim-fit-men-s-t-shirt/p-A21HT02201115/colorChange/A21HT02201115_BLUE?currentPosition=1&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
26,Printed Cotton Regular Fit Men's Pullovers,"This Printed, Colour Block Full Sleeve Pullover From Life Features A Round Neck Collar, Two Kangaroo Pockets In The Front, And Text Print On The Chest. Pair This With Dark Blue Denim Jeans Or Black Pants For Maximum Appeal. Add A Pair Of Black Coloured Boots To This Ensemble And You Have A Classic And Statement Look. This Colour Block Pullover Is Great For Almost All Outdoor Occassions - Whether You'Re Heading To The Pub, The Garage, Movies Or A Coffee Shop.",Collar Cut Away Collar  India  100% Cotton  Printed  Pullover  Full  Neckline Round Neck  Regular  Casual Wear,https://www.shoppersstop.com/life-printed-cotton-regular-fit-men-s-pullovers/p-A21LCJPVFS112M/colorChange/A21LCJPVFS112M_MUSTARD?currentPosition=2&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
27,Solid Cotton Regular Fit Mens T-Shirt,Solid Round Neck Raglan Half  T-Shirt Made With Premium Combed Cotton Jersey  With Soft Handfeel & Comfortable For All Day Wear Due To Its Good Absorbency & Breathability., India Category T-Shirt  Half   Regular Neckline Crew  Solid  Cotton  Pack of 1  Athleisure Collar Regular,https://www.shoppersstop.com/altlife-solid-cotton-regular-fit-men-s-t-shirt/p-S21183RAGTE321C/colorChange/S21183RAGTE321C_CORAL?currentPosition=3&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
28,Solid Cotton Elastic and Drawstring Men's Shorts,Let these shorts from Infuse in solid cotton with elastic and drawstrings inject some personality into your stylish wardrobe. The shorts are made of premium material to give you a robust appearance while also being incredibly comfortable., Shorts  India  Regular  Single  Cotton  Solid Closure Type Elastic and Drawstring  Regular Waist Rise Mid Rise Wash Light Wash  Casual Wear,https://www.shoppersstop.com/infuse-solid-cotton-elastic-and-drawstring-men-s-shorts/p-INFMT010/colorChange/INFMT010_BLACK?currentPosition=4&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
29,Printed Cotton Oversized Men's Crew Neck T-Shirt,"Made with cotton, you'll love the high-quality fit and feel of this t-shirt from Life. Catch a movie or go shopping in this printed piece team with everyday jeans and casual slip-on sneakers.", India  Half   Oversized Neckline Crew  Printed  100% Cotton  Single  Regular  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/life-printed-cotton-oversized-men-s-crew-neck-t-shirt/p-AW22CHTEEYB04/colorChange/AW22CHTEEYB04_STONE-BLUE?currentPosition=5&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
30,Solid Cotton Regular Fit Men's T-Shirt,"Designed by the team at Infuse, you're definitely in for a style treat with this cotton T-shirt. This off-white t-shirt is the perfect note to strike with a pair of skinny jeans when you go for a night out.", India  Half   Regular Neckline Polo  Solid  Cotton  Single  Full   Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/infuse-solid-cotton-regular-fit-men-s-t-shirt/p-SS22INFPOL02/colorChange/SS22INFPOL02_OLIVE?currentPosition=6&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
31,Stripes Cotton Blend Regular Fit Mens T-Shirt,"Neptune green, cotton-blend, regular fit t-shirt by Stop. This t-shirt has a stiff collar, horixontal stripes, and button-down detailing at the neckline. It is the perfect smart casual piece in your wardrobe.", India  Half   Regular Neckline Polo  Stripes  Cotton Blend  Single  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/stop-stripes-cotton-blend-regular-fit-mens-t-shirt/p-A22STSTR206ACTN/colorChange/A22STSTR206ACTN_NEPTUNE_GREEN?currentPosition=7&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
32,Solid Cotton Blend Regular Fit Men's Casual Shirt,RIAG - BY RISHABH AGARWAL are the Mens Wear Manufacturer brand Based In Gurgaon. From Casual and formal shirts to kurta and kurta sets and nehru jackets you can get it all under one brand. Feel The Richness Of  and Comfort.. Feel Free to Connect With Us on 9910015110, Knit  Shirts  India  Cotton Blend Collar Mandarin Collar  Full   Regular  Solid  Single  Casual Wear Neckline Mandarin,https://www.shoppersstop.com/riag-solid-cotton-blend-regular-fit-men-s-casual-shirt/p-S23RNFSHBLACKPL/colorChange/S23RNFSHBLACKPL_BLACK?currentPosition=8&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
33,Printed Cotton Regular Fit Men's T-Shirt,"Amp up your look in this classy polo half-sleeved t-shirt. Put on this elegant, breathable cotton shirt with chic micro prints and step out in style. Pair it with jeans and boots.", India  Half   Regular Neckline Polo  Printed  Cotton  Single  Casual Wear Collar Regular Collar  T-Shirts  Knit,https://www.shoppersstop.com/stop-printed-cotton-regular-fit-men-s-t-shirt/p-A22AOP02KTWN/colorChange/A22AOP02KTWN_WINE?currentPosition=9&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
34,Solid Cotton Regular Fit Men's T-Shirt,., India  Half   Regular Neckline Polo  Solid  Cotton  Single  Casual Wear  T-Shirts,https://www.shoppersstop.com/allen-solly-solid-cotton-regular-fit-men-s-t-shirt/p-S23KPORGFA96575/colorChange/S23KPORGFA96575_GREY?currentPosition=10&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
35,Solid Poly Cotton Mens Festive Wear Kurta,., India Category Indianwear  Poly Cotton  Festive Wear  Solid  Slim   Mens,https://www.shoppersstop.com/bandeya-solid-poly-cotton-men-s-festive-wear-kurta/p-A21SULFKURLK-02/colorChange/A21SULFKURLK-02_ROYAL_BLUE?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
36,Solid Cotton Nylon Slim Fit Men's Trouser,"Made from Knit , The S.M.A.R.T Pants from Frantini gives ultimate 360 degree stretch, freedom of movement and all day comfort. They are very soft and light weight. Easy to maintain and wrinkle resistant. They have an elasticated waistband for comfort at the waist and are available in the trendiest of colours with a contemporary fit.", India  Cotton Nylon  Solid  Slim  Full   Single  Casual Wear Age  Mens,https://www.shoppersstop.com/fratini-solid-cotton-nylon-slim-fit-men-s-trouser/p-AW21FCNSX2RASB/colorChange/AW21FCNSX2RASB_SKY_BLUE?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
37,Printed Poly Cotton Regular Fit Men's T-Shirt,Be playful with your style with a printed poly cotton regular fit men's t-shirt designed by Infuse. Grab a drink with your gang by teaming this t-shirt with a pair of black denim and a sturdy overshirt., India  Half   Regular  Printed  Poly Cotton  Single  Regular  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/infuse-printed-poly-cotton-regular-fit-men-s-t-shirt/p-A22INMT1415/colorChange/A22INMT1415_ORANGE?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
38,Stripes Cotton Slim Fit Men's Casual Shirt,., India  Cotton Collar Regular Collar Pockets Chest Pocket  Full   Slim  Stripes  Pack of 1  Casual Wear  Full  Age,https://www.shoppersstop.com/fratini-stripes-cotton-slim-fit-men-s-casual-shirt/p-SS21831FAGOX2SB/colorChange/SS21831FAGOX2SB_SKY_BLUE?currentPosition=14&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
39,Regular Fit 513 Men's Jeans,Give a dash of trendy touch to your attire with this pair of jeans brought to you by Levis. It will provide a smooth touch against your skin as it has been tailored with good quality fabric. It also comes in a mild wash along with a perfect fit which accentuates its look., India Wash Mid Wash  Slim Closure Type Button  Regular Distress Clean  Solid,https://www.shoppersstop.com/levis-regular-fit-513-men-s-jeans/p-206105184/colorChange/206105184_BLUE_MELANGE?currentPosition=15&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
40,Men's INHANCE HIGH IQ Regular Fit Solid Joggers,- Ultimate Comfort- Extreme Breathability- Utility Pockets- Piping on the Side Seam,Pockets Cross Pocket  Joggers  Casual Wear  Cotton Blend  Regular  Textured  Full   Pack of 1 Closure Type Elastic & Drawstring,https://www.shoppersstop.com/stop-men-s-inhance-high-iq-regular-fit-solid-joggers/p-FA0187EPPJOGM/colorChange/FA0187EPPJOGM_GREY?currentPosition=16&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
41,Checks Cotton Regular Fit Men's Shirts,., Shirts Neckline Collared  Woven  India  Cotton Collar Regular Collar  Full   Regular  Checks  Single  Work Wear,https://www.shoppersstop.com/stop-checks-cotton-regular-fit-men-s-shirts/p-S23STCTNCHK40WH/colorChange/S23STCTNCHK40WH_WHITE?currentPosition=17&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
42,Checks Cotton Lyocell Regular Fit Men's Casual Shirt,., Shirts  India  Cotton Lyocell Collar Regular Collar Pockets Chest Pocket  Full   Slim  Checks  Pack of 1  Casual Wear  Full ,https://www.shoppersstop.com/fratini-checks-cotton-lyocell-regular-fit-men-s-casual-shirt/p-SS2183FSRK12MR/colorChange/SS2183FSRK12MR_MAROON?currentPosition=18&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
43,Solid Cotton Mens Vest,., India  Regular  Knit  Essential  Vest  Pack of 2  Cotton  Solid Collar NA,https://www.shoppersstop.com/jockey-solid-cotton-men-s-vest/p-3989450/colorChange/3989450_WHITE?currentPosition=19&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
44,Solid Cotton Men's Shorts,"These shorts from the house of Stop provide comfort. A pair of cotton shorts designed to make a great addition to the wardrobe, pair this with favorite tees to look classy.",Closure Type Elastic and Drawstring  India  Knee   Regular  Woven  Casual Wear Waist Rise Mid Rise  Shorts  Single  Cotton  Solid,https://www.shoppersstop.com/stop-solid-cotton-men-s-shorts/p-A22SOBOSLBR2NA/colorChange/A22SOBOSLBR2NA_NAVY?currentPosition=20&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
45,Solid Cotton Blend Regular Fit Men's Casual Shirt,RIAG - BY RISHABH AGARWAL are the Mens Wear Manufacturer brand Based In Gurgaon. From Casual and formal shirts to kurta and kurta sets and nehru jackets you can get it all under one brand. Feel The Richness Of  and Comfort.. Feel Free to Connect With Us on 9910015110, Knit  Shirts  India  Cotton Blend Collar Spread Collar  Half   Regular  Solid  Single  Casual Wear,https://www.shoppersstop.com/riag-solid-cotton-blend-regular-fit-men-s-casual-shirt/p-S23RICIHSHM1/colorChange/S23RICIHSHM1_WHITE?currentPosition=21&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
46,Printed Cotton Blend Men's Trunks,., India  Long  Regular  Knit  Essential  Trunk  Pack of 1  Cotton Blend  Printed,https://www.shoppersstop.com/jockey-printed-cotton-blend-men-s-trunks/p-201561145/colorChange/201561145_ASSORTED?currentPosition=22&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
47,Printed Cotton Regular Fit Men's Casual Shirt,., Shirts  India  Cotton Collar Spread Collar  Half   Regular  Printed  Single  Casual Wear  Neckline Collared,https://www.shoppersstop.com/tistabene-printed-cotton-regular-fit-men-s-casual-shirt/p-A22MSH1501/colorChange/A22MSH1501_GREY?currentPosition=23&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D7&totalResultVal=24600&searchPageType=category
